ID,Title,ShortTitle,Identifier,Summary,Modified,ReasonDelivery,ExplanatoryText,Language,Catalog,Frequency,Period,ShortDescription,Description,DefaultPresentation,DefaultSelection,GraphTypes,OutputStatus,Source,MetaDataModified,SearchPriority
GM1708,Steenwijkerland,"Naamswijziging per 01-01-2003,
oude naam: Steenwijk (GM0181)
Begindatum 01-01-2003

",,,,,,,,,,,,,,,,,,
GM0971,Stein (L.),"Grenswijziging per 01-01-2002, ontvangen van:
- Sittard-Geleen (GM1883),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum 02-01-1839
",,,,,,,,,,,,,,,,,,
GM1904,Stichtse Vecht,"Grenswijziging per 01-01-2012, ontvangen van:
- Wijdemeren (GM1696),
... 0 hectare met 0 woningen en 4 inwoners

Ontstaan per 01-01-2011, uit:
- Breukelen (GM0311),
... 4441 hectare met 5908 woningen en 14736 inwoners
- Loenen (GM0329),
... 2497 hectare met 3522 woningen en 8562 inwoners
- Maarssen (GM0333),
... 2724 hectare met 16212 woningen en 39752 inwoners
Begindatum 01-01-2011
",,,,,,,,,,,,,,,,,,
GM0973,Stramproy,"Opgeheven per 01-01-1998, overgegaan naar:
- Weert (GM0988),
... 1214 hectare met 1870 woningen en 5080 inwoners

Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0617,Strijen,"Opgeheven per 01-01-2019, overgegaan naar:
- Hoeksche Waard (GM1963),
... 5039 hectare met 3957 woningen en 8776 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM1900,Súdwest-Fryslân,"Grenswijziging per 14-09-2018, ontvangen van:
- Waadhoeke (GM1949),
... 75 hectare met 3 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2018, ontvangen van:
- Littenseradiel (GM0140),
... 6738 hectare met 2325 woningen en 5411 inwoners
- Súdwest-Fryslân (GM1900),
... 45536 hectare met 39274 woningen en 84183 inwoners

Grenswijziging per 01-01-2014, ontvangen van:
- Boarnsterhim (GM0055),
... 2467 hectare met 704 woningen en 1653 inwoners

Ontstaan per 01-01-2011, uit:
- Bolsward (GM0064),
... 905 hectare met 4388 woningen en 9974 inwoners
- Nijefurd (GM0104),
... 9655 hectare met 4918 woningen en 10971 inwoners
- Sneek (GM0091),
... 3005 hectare met 14900 woningen en 33573 inwoners
- Wûnseradiel (GM0710),
... 15847 hectare met 5032 woningen en 11849 inwoners
- Wymbritseradiel (GM0683),
... 13800 hectare met 6588 woningen en 16078 inwoners
Begindatum 01-01-2011
",,,,,,,,,,,,,,,,,,
GM0974,Susteren,"Opgeheven per 01-01-2003, overgegaan naar:
- Echt-Susteren (GM1711),
... 2791 hectare met 5237 woningen en 12960 inwoners

Grenswijziging per 01-01-2001, overgegaan naar:
- Sittard-Geleen (GM1883),
... 178 hectare met 8 woningen en 23 inwoners

Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0975,Swalmen,"Opgeheven per 01-01-2007, overgegaan naar:
- Roermond (GM0957),
... 2234 hectare met 3720 woningen en 8790 inwoners

Grenswijziging per 01-01-1998, overgegaan naar:
- Roermond (GM0957),
... 54 hectare met 4 woningen en 9 inwoners

Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0976,Tegelen,"Opgeheven per 01-01-2001, overgegaan naar:
- Venlo (GM0983),
... 1015 hectare met 7860 woningen en 19337 inwoners
Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0853,Terheijden,"Opgeheven per 01-01-1997, overgegaan naar:
- Breda (GM0758),
... 139 hectare met 21 woningen en 69 inwoners
- Etten-Leur (GM0777),
... 1 hectare met 0 woningen en 0 inwoners
- Made (GM1665),
... 1949 hectare met 3015 woningen en 8595 inwoners
- Oosterhout (GM0826),
... 62 hectare met 4 woningen en 23 inwoners
- Zevenbergen (GM0878),
... 473 hectare met 102 woningen en 266 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0715,Terneuzen,"Gemeentelijke herindeling per 01-01-2003, ontvangen van:
- Axel (GM0650),
... 7143 hectare met 5389 woningen en 12266 inwoners
- Sas van Gent (GM0704),
... 6046 hectare met 3923 woningen en 8620 inwoners
- Terneuzen (GM0715),
... 11954 hectare met 15565 woningen en 34634 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0093,Terschelling,"Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0854,Teteringen,"Opgeheven per 01-01-1997, overgegaan naar:
- Breda (GM0758),
... 1178 hectare met 2176 woningen en 5725 inwoners
- Oosterhout (GM0826),
... 225 hectare met 27 woningen en 76 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0448,Texel,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1525,Teylingen,"Grenswijziging per 01-01-2012, ontvangen van:
- Kaag en Braassem (GM1884),
... 8 hectare met 3 woningen en 17 inwoners

Ontstaan per 01-01-2006, ontvangen van:
- Sassenheim (GM0604),
... 639 hectare met 6196 woningen en 14804 inwoners
- Voorhout (GM0625),
... 1226 hectare met 5460 woningen en 14923 inwoners
- Warmond (GM0628),
... 1000 hectare met 1953 woningen en 4956 inwoners
Begindatum 01-01-2006
",,,,,,,,,,,,,,,,,,
GM0716,Tholen,"Gemeentelijke herindeling per 01-01-1995, ontvangen van:
- Sint Philipsland (GM0712),
... 2326 hectare met 937 woningen en 2440 inwoners
- Tholen (GM0716),
... 12293 hectare met 7778 woningen en 20165 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0977,Thorn,"Opgeheven per 01-01-2007, overgegaan naar:
- Maasgouw (GM1641),
... 578 hectare met 1081 woningen en 2584 inwoners

Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0281,Tiel,"Grenswijziging per 01-01-2014, ontvangen van:
- Neder-Betuwe (GM1740),
... 70 hectare met 0 woningen en 20 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Echteld (GM0227),
... 212 hectare met 25 woningen en 61 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0855,Tilburg,"Gemeentelijke herindeling per 01-01-2021, ontvangen van:
- Haaren (GM0788),
... 978 hectare met 588 woningen en 1442 inwoners

Grenswijziging per 01-01-2018, overgegaan naar:
- Goirle (GM0785),
... 89 hectare met 25 woningen en 67 inwoners

Grenswijziging per 01-01-2013, ontvangen van:
- Dongen (GM0766),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2013, overgegaan naar:
- Dongen (GM0766),
... 4 hectare met 1 woning en 0 inwoners

Grenswijziging per 01-01-2012, ontvangen van:
- Goirle (GM0785),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Goirle (GM0785),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2006, ontvangen van:
- Hilvarenbeek (GM0798),
... 31 hectare met 3 woningen en 34 inwoners

Grenswijziging per 01-01-2001, ontvangen van:
- Goirle (GM0785),
... 20 hectare met 6 woningen en 19 inwoners
Grenswijziging per 01-01-2001, overgegaan naar:
- Goirle (GM0785),
... 23 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1999, overgegaan naar:
- Loon op Zand (GM0809),
... 16 hectare met 18 woningen en 71 inwoners

Gemeentelijke herindeling per 01-01-1997, ontvangen van:
- Berkel-Enschot (GM0751),
... 1178 hectare met 3784 woningen en 10258 inwoners
- Tilburg (GM0855),
... 7861 hectare met 69461 woningen en 165299 inwoners
- Udenhout (GM0857),
... 1780 hectare met 2536 woningen en 7445 inwoners
Grenswijziging per 01-01-1997, ontvangen van:
- Alphen en Riel (GM0741),
... 72 hectare met 0 woningen en 0 inwoners
- Gilze en Rijen (GM0784),
... 522 hectare met 60 woningen en 204 inwoners
- Goirle (GM0785),
... 110 hectare met 23 woningen en 71 inwoners
- Hilvarenbeek (GM0798),
... 89 hectare met 11 woningen en 28 inwoners
- Loon op Zand (GM0809),
... 153 hectare met 1 woning en 1 inwoner
- Oisterwijk (GM0824),
... 3 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Dongen (GM0766),
... 16 hectare met 1 woning en 7 inwoners
- Gilze en Rijen (GM0784),
... 1 hectare met 0 woningen en 0 inwoners
- Goirle (GM0785),
... 17 hectare met 1 woning en 3 inwoners
- Hilvarenbeek (GM0798),
... 34 hectare met 10 woningen en 25 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0183,Tubbergen,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1700,Twenterand,"Naamswijziging per 01-06-2002,
oude naam: Vriezenveen (GM0186)
Begindatum 01-06-2002

",,,,,,,,,,,,,,,,,,
GM1730,Tynaarlo,"Grenswijziging per 01-01-2000, ontvangen van:
- Assen (GM0106),
... 3 hectare met 0 woningen en 2 inwoners
Grenswijziging per 01-01-2000, overgegaan naar:
- Assen (GM0106),
... 2 hectare met 0 woningen en 0 inwoners

Naamswijziging per 01-12-1999,
oude naam: Zuidlaren (GM0136)
Begindatum 01-12-1999

",,,,,,,,,,,,,,,,,,
GM0737,Tytsjerksteradiel,"Begindatum 01-01-1989

",,,,,,,,,,,,,,,,,,
GM0282,Ubbergen,"Opgeheven per 01-01-2015, overgegaan naar:
- Groesbeek (GM0241),
... 3371 hectare met 4308 woningen en 9416 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0856,Uden,"Opgeheven per 01-01-2022, overgegaan naar:
- Maashorst (GM1991)

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0857,Udenhout,"Opgeheven per 01-01-1997, overgegaan naar:
- Haaren (GM0788),
... 884 hectare met 368 woningen en 1615 inwoners
- Heusden (GM0797),
... 8 hectare met 0 woningen en 0 inwoners
- Tilburg (GM0855),
... 1780 hectare met 2536 woningen en 7445 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0450,Uitgeest,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0451,Uithoorn,"Grenswijziging per 01-01-2012, overgegaan naar:
- Kaag en Braassem (GM1884),
... 3 hectare met 4 woningen en 10 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Aalsmeer (GM0358),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0184,Urk,"Grenswijziging per 01-01-2019, ontvangen van:
- Noordoostpolder (GM0171),
... 164 hectare met 4 woningen en 13 inwoners

Grenswijziging per 01-01-2001, ontvangen van:
- Noordoostpolder (GM0171),
... 483 hectare met 42 woningen en 174 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0344,Utrecht (gemeente),"Grenswijziging per 01-01-2010, ontvangen van:
- Maarssen (GM0333),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2010, overgegaan naar:
- Maarssen (GM0333),
... 12 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2001, ontvangen van:
- Utrecht (GM0344),
... 6142 hectare met 103010 woningen en 233994 inwoners
- Vleuten-De Meern (GM0347),
... 2757 hectare met 8160 woningen en 22110 inwoners
Grenswijziging per 01-01-2001, ontvangen van:
- Maarssen (GM0333),
... 96 hectare met 45 woningen en 97 inwoners
- Nieuwegein (GM0356),
... 631 hectare met 68 woningen en 219 inwoners

Grenswijziging per 01-01-1995, ontvangen van:
- Vleuten-De Meern (GM0347),
... 681 hectare met 438 woningen en 1027 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1581,Utrechtse Heuvelrug,"Grenswijziging per 01-01-2016, overgegaan naar:
- Wijk bij Duurstede (GM0352),
... 14 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2006, ontvangen van:
- Amerongen (GM0306),
... 2872 hectare met 2507 woningen en 6904 inwoners
- Doorn (GM0315),
... 2224 hectare met 4254 woningen en 9989 inwoners
- Driebergen-Rijsenburg (GM0316),
... 2634 hectare met 7540 woningen en 18615 inwoners
- Leersum (GM0326),
... 2992 hectare met 2936 woningen en 7515 inwoners
- Maarn (GM0332),
... 2516 hectare met 2523 woningen en 5934 inwoners
Begindatum 01-01-2006
",,,,,,,,,,,,,,,,,,
GM0981,Vaals,"Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0283,Valburg,"Opgeheven per 01-01-2001, overgegaan naar:
- Overbetuwe (GM1734),
... 4588 hectare met 4940 woningen en 13449 inwoners

Grenswijziging per 01-01-1996, overgegaan naar:
- Nijmegen (GM0268),
... 364 hectare met 59 woningen en 214 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0619,Valkenburg (ZH.),"Opgeheven per 01-01-2006, overgegaan naar:
- Katwijk (GM0537),
... 505 hectare met 1380 woningen en 3901 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0994,Valkenburg aan de Geul,"Begindatum 01-01-1982

",,,,,,,,,,,,,,,,,,
GM0720,Valkenisse,"Opgeheven per 01-01-1997, overgegaan naar:
- Veere (GM0717),
... 2757 hectare met 2616 woningen en 6210 inwoners
- Vlissingen (GM0718),
... 25 hectare met 3 woningen en 0 inwoners

Begindatum 01-07-1966

",,,,,,,,,,,,,,,,,,
GM0858,Valkenswaard,"Grenswijziging per 01-01-2016, ontvangen van:
- Waalre (GM0866),
... 0 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2002, overgegaan naar:
- Bergeijk (GM1724),
... 3 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1997, ontvangen van:
- Heeze (GM0793),
... 269 hectare met 4 woningen en 10 inwoners
- Leende (GM0805),
... 13 hectare met 0 woningen en 0 inwoners
- Riethoven (GM0837),
... 1 hectare met 0 woningen en 0 inwoners
- Westerhoven (GM0871),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Bergeyk (GM0749),
... 1 hectare met 0 woningen en 0 inwoners
- Heeze-Leende (GM1658),
... 7 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0047,Veendam,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0345,Veenendaal,"Grenswijziging per 01-01-1998, ontvangen van:
- Ede (GM0228),
... 180 hectare met 60 woningen en 207 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0717,Veere,"Grenswijziging per 01-01-2017, overgegaan naar:
- Noord-Beveland (GM1695),
... 9 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2000, overgegaan naar:
- Noord-Beveland (GM1695),
... 1 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-1997, ontvangen van:
- Domburg (GM0660),
... 2271 hectare met 2157 woningen en 3939 inwoners
- Mariekerke (GM0686),
... 3466 hectare met 1390 woningen en 4213 inwoners
- Valkenisse (GM0720),
... 2757 hectare met 2616 woningen en 6210 inwoners
- Veere (GM0717),
... 3907 hectare met 2141 woningen en 5077 inwoners
- Westkapelle (GM0726),
... 859 hectare met 1157 woningen en 2730 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Middelburg (Z.) (GM0687),
... 95 hectare met 32 woningen en 69 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0860,Veghel,"Opgeheven per 01-01-2017, overgegaan naar:
- Meierijstad (GM1948),
... 7816 hectare met 15839 woningen en 38255 inwoners

Grenswijziging per 01-01-1998, ontvangen van:
- Gemert-Bakel (GM1652),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-1998, overgegaan naar:
- Gemert-Bakel (GM1652),
... 3 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1997, ontvangen van:
- Lieshout (GM0807),
... 4 hectare met 1 woning en 0 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Laarbeek (GM1659),
... 2 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1996, ontvangen van:
- Schijndel (GM0844),
... 29 hectare met 1 woning en 4 inwoners
Grenswijziging per 01-01-1996, overgegaan naar:
- Schijndel (GM0844),
... 9 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0861,Veldhoven,"Grenswijziging per 01-01-2017, ontvangen van:
- Eindhoven (GM0772),
... 6 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2017, overgegaan naar:
- Eindhoven (GM0772),
... 10 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1999, ontvangen van:
- Eindhoven (GM0772),
... 19 hectare met 4 woningen en 9 inwoners
Grenswijziging per 01-01-1999, overgegaan naar:
- Eindhoven (GM0772),
... 18 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1998, overgegaan naar:
- Eersel (GM0770),
... 3 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-1997, ontvangen van:
- Eersel (GM0770),
... 7 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1997, overgegaan naar:
- Eersel (GM0770),
... 209 hectare met 24 woningen en 77 inwoners
- Eindhoven (GM0772),
... 5 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1995, overgegaan naar:
- Eindhoven (GM0772),
... 215 hectare met 0 woningen en 0 inwoners

Begindatum 01-05-1921
",,,,,,,,,,,,,,,,,,
GM0453,Velsen,"Grenswijziging per 01-01-2012, ontvangen van:
- Beverwijk (GM0375),
... 29 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Beverwijk (GM0375),
... 6 hectare met 0 woningen en 0 inwoners
- Haarlemmerliede en Spaarnwoude (GM0393),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2009, ontvangen van:
- Haarlem (GM0392),
... 2 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2004, overgegaan naar:
- Bloemendaal (GM0377),
... 1 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0454,Venhuizen,"Opgeheven per 01-01-2006, overgegaan naar:
- Drechterland (GM0498),
... 3525 hectare met 2988 woningen en 7832 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0983,Venlo,"Gemeentelijke herindeling per 01-01-2010, ontvangen van:
- Arcen en Velden (GM0885),
... 3960 hectare met 3677 woningen en 8668 inwoners
Grenswijziging per 01-01-2010, ontvangen van:
- Bergen (L.) (GM0893),
... 86 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Sevenum (GM0964),
... 13 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2002, overgegaan naar:
- Horst aan de Maas (GM1507),
... 16 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2001, ontvangen van:
- Belfeld (GM0890),
... 1354 hectare met 2164 woningen en 5449 inwoners
- Tegelen (GM0976),
... 1015 hectare met 7860 woningen en 19337 inwoners
- Venlo (GM0983),
... 5317 hectare met 29069 woningen en 65453 inwoners
Grenswijziging per 01-01-2001, ontvangen van:
- Arcen en Velden (GM0885),
... 46 hectare met 17 woningen en 51 inwoners
- Grubbenvorst (GM0912),
... 670 hectare met 120 woningen en 210 inwoners
- Maasbree (GM0934),
... 81 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1996, ontvangen van:
- Grubbenvorst (GM0912),
... 5 hectare met 0 woningen en 0 inwoners
- Maasbree (GM0934),
... 9 hectare met 0 woningen en 0 inwoners
- Sevenum (GM0964),
... 53 hectare met 0 woningen en 0 inwoners

Begindatum 02-01-1839
",,,,,,,,,,,,,,,,,,
GM0984,Venray,"Grenswijziging per 01-01-2010, ontvangen van:
- Meerlo-Wanssum (GM0993),
... 1789 hectare met 1350 woningen en 3504 inwoners
Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0862,"Vessem, Wintelre en Knegsel","Opgeheven per 01-01-1997, overgegaan naar:
- Bladel (GM1728),
... 31 hectare met 0 woningen en 0 inwoners
- Eersel (GM0770),
... 4424 hectare met 1780 woningen en 5323 inwoners
- Eindhoven (GM0772),
... 5 hectare met 0 woningen en 0 inwoners
- Oirschot (GM0823),
... 341 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0620,Vianen,"Opgeheven per 01-01-2019, overgegaan naar:
- Vijfheerenlanden (GM1961),
... 3920 hectare met 8769 woningen en 20444 inwoners

Provinciale wijziging per 01-01-2002:
- overgegaan van provincie Zuid-Holland naar provincie Utrecht

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0863,Vierlingsbeek,"Opgeheven per 01-01-1998, overgegaan naar:
- Boxmeer (GM0756),
... 5475 hectare met 2769 woningen en 7775 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1961,Vijfheerenlanden,"Ontstaan per 01-01-2019, ontvangen van:
- Leerdam (GM0545),
... 3376 hectare met 8988 woningen en 21248 inwoners
- Vianen (GM0620),
... 3920 hectare met 8769 woningen en 20444 inwoners
- Zederik (GM0707),
... 7345 hectare met 5661 woningen en 14020 inwoners
Provinciale wijziging per 01-01-2019:
- overgegaan van provincie Zuid-Holland naar provincie Utrecht 
Begindatum 01-01-2019
",,,,,,,,,,,,,,,,,,
GM0622,Vlaardingen,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0048,Vlagtwedde,"Opgeheven per 01-01-2018, overgegaan naar:
- Westerwolde (GM1950),
... 17640 hectare met 7845 woningen en 15868 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0132,Vledder,"Opgeheven per 01-01-1998, overgegaan naar:
- Westerveld (GM1701),
... 4783 hectare met 1753 woningen en 4155 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0347,Vleuten-De Meern,"Opgeheven per 01-01-2001, overgegaan naar:
- Utrecht (GM0344),
... 2757 hectare met 8160 woningen en 22110 inwoners

Grenswijziging per 01-01-1995, overgegaan naar:
- Utrecht (GM0344),
... 681 hectare met 438 woningen en 1027 inwoners

Begindatum 01-01-1954

",,,,,,,,,,,,,,,,,,
GM0096,Vlieland,"Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0864,Vlijmen,"Opgeheven per 01-01-1997, overgegaan naar:
- Heusden (GM0797),
... 2545 hectare met 6023 woningen en 16504 inwoners

Grenswijziging per 01-01-1996, ontvangen van:
- Helvoirt (GM0795),
... 215 hectare met 5 woningen en 20 inwoners
- 's-Hertogenbosch (GM0796),
... 13 hectare met 1 woning en 5 inwoners
- Vught (GM0865),
... 50 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-1996, overgegaan naar:
- 's-Hertogenbosch (GM0796),
... 154 hectare met 2 woningen en 1 inwoner
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0718,Vlissingen,"Grenswijziging per 01-01-1997, ontvangen van:
- Middelburg (Z.) (GM0687),
... 2 hectare met 0 woningen en 0 inwoners
- Valkenisse (GM0720),
... 25 hectare met 3 woningen en 0 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Middelburg (Z.) (GM0687),
... 62 hectare met 4 woningen en 7 inwoners

Grenswijziging per 01-01-1996, ontvangen van:
- Arnemuiden (GM0649),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0623,Vlist,"Opgeheven per 01-01-2015, overgegaan naar:
- Krimpenerwaard (GM1931),
... 5373 hectare met 4001 woningen en 9740 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0986,Voerendaal,"Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0624,Voorburg,"Opgeheven per 01-01-2002, overgegaan naar:
- 's-Gravenhage (GM0518),
... 1 hectare met 0 woningen en 0 inwoners
- Leidschendam-Voorburg (GM1916),
... 624 hectare met 18964 woningen en 38217 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0625,Voorhout,"Opgeheven per 01-01-2006, overgegaan naar:
- Teylingen (GM1525),
... 1226 hectare met 5460 woningen en 14923 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0626,Voorschoten,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0285,Voorst,"Grenswijziging per 01-01-2000, overgegaan naar:
- Deventer (GM0150),
... 1 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0286,Vorden,"Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 1 hectare met 0 woningen en 0 inwoners
- Bronckhorst (GM1876),
... 6733 hectare met 3344 woningen en 8471 inwoners
- Lochem (GM0262),
... 7 hectare met 1 woning en 4 inwoners
- Zutphen (GM0301),
... 0 hectare met 1 woning en 7 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0133,Vries,"Opgeheven per 01-01-1998, overgegaan naar:
- Assen (GM0106),
... 2213 hectare met 179 woningen en 510 inwoners
- Noordenveld (GM1699),
... 4 hectare met 0 woningen en 0 inwoners
- Zuidlaren (GM0136),
... 8608 hectare met 3640 woningen en 9448 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0186,Vriezenveen,"Naamswijziging per 01-06-2002,
nieuwe naam: Twenterand (GM1700)

Grenswijziging per 01-01-2002, ontvangen van:
- Hellendoorn (GM0163),
... 2 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2001, ontvangen van:
- Den Ham (GM0159),
... 4369 hectare met 5374 woningen en 15051 inwoners
- Vriezenveen (GM0186),
... 6327 hectare met 6952 woningen en 18274 inwoners
Grenswijziging per 01-01-2001, overgegaan naar:
- Almelo (GM0141),
... 973 hectare met 729 woningen en 1601 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0865,Vught,"Gemeentelijke herindeling per 01-01-2021, ontvangen van:
- Haaren (GM0788),
... 2630 hectare met 2085 woningen en 4900 inwoners

Grenswijziging per 01-01-2019, ontvangen van:
- 's-Hertogenbosch (GM0796),
... 29 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2019, overgegaan naar:
- 's-Hertogenbosch (GM0796),
... 3 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2000, overgegaan naar:
- Haaren (GM0788),
... 2 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1998, overgegaan naar:
- 's-Hertogenbosch (GM0796),
... 4 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1996, ontvangen van:
- Boxtel (GM0757),
... 2 hectare met 0 woningen en 0 inwoners
- Esch (GM0776),
... 28 hectare met 0 woningen en 0 inwoners
- Helvoirt (GM0795),
... 54 hectare met 1 woning en 0 inwoners
- 's-Hertogenbosch (GM0796),
... 16 hectare met 0 woningen en 129 inwoners
- Sint-Michielsgestel (GM0845),
... 27 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-1996, overgegaan naar:
- Haaren (GM0788),
... 271 hectare met 18 woningen en 59 inwoners
- 's-Hertogenbosch (GM0796),
... 134 hectare met 0 woningen en 0 inwoners
- Sint-Michielsgestel (GM0845),
... 5 hectare met 0 woningen en 0 inwoners
- Vlijmen (GM0864),
... 50 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
